label,tweet,clean_text_dl,clean_text_classical
love,Aku suka caramu menyukaiku :'),aku suka caramu menyukaiku,aku suka cara suka
fear,Terlalu bodoh sekali bila mudah terpengaruh tipu daya setan. Bila pun harus membenci cukup sifatnya bukan objeknya. Takut kalau tiba-tiba Allah menyuruh Saya pulang sementara masih ada kebencian dalam hati Saya. Saya lebih takut kehilangan Allah daripada apapun termasuk keluarga.,terlalu bodoh sekali bila mudah terpengaruh tipu daya setan bila pun harus membenci cukup sifatnya bukan objeknya takut kalau tibatiba allah menyuruh saya pulang sementara masih ada kebencian dalam hati saya saya lebih takut kehilangan allah daripada apapun termasuk keluarga,terlalu bodoh sekali bila mudah pengaruh tipu daya setan bila benci cukup sifat bukan objek takut kalau tibatiba allah suruh pulang benci hati lebih takut hilang allah apa masuk keluarga
happy,"food test Rendang Bebek lagiii, oleh bapak Uyul juragan kuliner pemilik Warung Kopi [USERNAME] ... Alhamdulillah lulus uji, katanya cociiiks, dan disarankan langsung dimainkan. she [URL]",food test rendang bebek lagi oleh bapak uyul juragan kuliner pemilik warung kopi alhamdulillah lulus uji katanya cociiiks dan disarankan langsung dimainkan she,food test rendang bebek bapak uyul juragan kuliner milik warung kopi alhamdulillah lulus uji kata cociiiks saran langsung main she
sadness,ia sudah lama kita tidak-ngumpul lagi hahaha ok tapi jadwal nih kendala kita :p,ia sudah lama kita tidakngumpul lagi haha ok tapi jadwal nih kendala kita p,lama tidakngumpul haha jadwal nih kendala p
anger,"Betul sekali,, harusnya kenaikan tarif dasar listrik, tarif tol, kenaikan harga bbm dikala harga minyak dunia turun, kenapa impor garam dan beras di saat petani negri ini sedang panen,, itu semua harus di jelaskan ya mak [USERNAME]??? Memang gila rezim ini mbk [URL]",betul sekali harusnya kenaikan tarif dasar listrik tarif tol kenaikan harga bbm dikala harga minyak dunia turun kenapa impor garam dan beras di saat petani negeri ini sedang panen itu semua harus di jelaskan ya mak memang gila rezim ini mbak,betul sekali harus naik tarif dasar listrik tarif tol naik harga bbm kala harga minyak dunia turun impor garam beras tani negeri sedang panen semua jelas mak memang gila rezim mbak
happy,"Tetap semangat walau punkada rencana kita tidak sepenuhnya berjalan lancar, tapi tetap yakin tuhan selalu bersama kita dalam setia langkah kita menuju keberhasilan #pembisnismuda [URL]",tetap semangat walau punkada rencana kita tidak sepenuhnya berjalan lancar tapi tetap yakin tuhan selalu bersama kita dalam setia langkah kita menuju keberhasilan,tetap semangat punkada rencana sepenuh jalan lancar tetap yakin tuhan selalu sama setia langkah tuju hasil
sadness,"Me: gila ya org2 itu, tetiba hujan deras di lapangan semua penonton ambil jaket dan buka payung tapi tetep fokus ntn Teman: lbh gila mana? Rela terbang jkt-paris demi ntn tennis? Me dlm hati: iya jg ya",me gila ya orang itu tetiba hujan deras di lapangan semua penonton ambil jaket dan buka payung tapi tetap fokus menonton teman lebih gila mana rela terbang jktparis demi menonton tennis me dalam hati iya juga ya,gila orang tetiba hujan deras lapang semua tonton ambil jaket buka payung tetap fokus tonton teman lebih gila mana rela terbang jktparis tonton tennis hati iya
anger,[USERNAME] Bu Mentrri Konsep tentang Sistem penangan sampah sudah saya Email ke pak [USERNAME] Buang2 duit tempat sampah dari jerman tdk efektif.Panggil [USERNAME] dan [USERNAME] sy presentasikan konsep saya yg sdh ay rancang slma 10 thn. cc.@jokowi,bu mentrri konsep tentang sistem penangan sampah sudah saya email ke pak buang duit tempat sampah dari jerman tidak efektifpanggil dan saya presentasikan konsep saya yang sudah ay rancang slma tahun ccjokowi,bu mentrri konsep sistem nang sampah email pak buang duit tempat sampah jerman efektifpanggil presentasi konsep ay rancang slma tahun ccjokowi
anger,"Beli mobil baru yang harganya ga sampe 130 juta. Doi ganti head unit pake merek china. Berasa bawa lamborghini, dg sound double bass power. Gue : lo kampungan.",beli mobil baru yang harganya enggak sampai juta dia ganti head unit pakai merek china berasa bawa lamborghini dengan sound double bass power gue lo kampungan,beli mobil baru harga enggak juta ganti head unit pakai merek china asa bawa lamborghini sound double bass power gue lo kampung
anger,"Sebuah bukti bahwa di-Indonesia, untuk menjadi seorang Gubernur tidak harus CERDAS dan BERMORAL. Tetapi BODOH dan DONGOK pun BISA. [URL]",sebuah bukti bahwa diindonesia untuk menjadi seorang gubernur tidak harus cerdas dan bermoral tetapi bodoh dan dongok pun bisa,buah bukti indonesia jadi orang gubernur cerdas moral bodoh dongok
fear,"Tetapi rasa takut itu kalah melawan rasa penasarannya. Nada perlahan menunduk dengan menyalakan senter hp yang ia pegang, dan mengarahkan ke bawah kolong kasur yang sangat gelap. Bismillah.. semoga gak ada apa-apa disana.",tetapi rasa takut itu kalah melawan rasa penasarannya nada perlahan menunduk dengan menyalakan senter hp yang ia pegang dan mengarahkan ke bawah kolong kasur yang sangat gelap bismillah semoga enggak ada apaapa disana,rasa takut kalah lawan rasa penasaran nada perlahan tunduk nyala senter hp pegang arah bawah kolong kasur sangat gelap bismillah moga enggak apaapa sana
anger,"[USERNAME] Wah ini sudah keterlaluan, gaes.. Mosok anak2 dibawa bawa ke politik, dan ga jelas lagi, malah cenderung ujaran kebencian dan fitnah. Mohon ceck dong [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME]",wah ini sudah keterlaluan gaes mosok anak dibawa bawa ke politik dan enggak jelas lagi malah cenderung ujaran kebencian dan fitnah mohon ceck dong,wah terlalu gaes mosok anak bawa bawa politik enggak jelas malah cenderung ujar benci fitnah mohon ceck dong
fear,Cerita horor ku malam ini. Huehehe. Jadi aku ingin bobo. Jadi aku mandi (?) Biar dingin selimutan langsung bobo. Dah gitu. Udah mandi nih. Aku semprot muka kan pake Aer mawar,cerita horor ku malam ini huehehe jadi aku ingin bobo jadi aku mandi biar dingin selimutan langsung bobo deh begitu sudah mandi nih aku semprot muka kan pakai air mawar,cerita horor ku malam huehehe jadi aku bobo jadi aku mandi biar dingin selimut langsung bobo deh mandi nih aku semprot muka kan pakai air mawar
fear,PIDATO RETAK sementara hanya kurang tujuh detik lampu merah sudah tak sabar ingin ku tebas. rejeki baru sepanjang jogja dan jakarta tapi kesalahan selalu relovan jika bunyi tik tok somay berselisiban dengan truk-truk pertamina.,pidato retak sementara hanya kurang tujuh detik lampu merah sudah tak sabar ingin ku tebas rejeki baru sepanjang jogja dan jakarta tapi kesalahan selalu relovan jika bunyi tik tok somay berselisiban dengan truktruk pertamina,pidato retak kurang tujuh detik lampu merah tak sabar ku tebas rejeki baru panjang jogja jakarta salah selalu relovan bunyi tik tok somay berselisiban truktruk pertamina
anger," Kesatuan yg mana bong200 hahaha Habibie mencopot jabatan PAK PRABOWO. itu ulah si wiranto, karena Wiranto dipake habibie kembali jadi PANGAB.. TRAGEDI 98 , itu yg harus bertanggung jawab PANGAB BONG200 BONGAK... yang menembak POLISI ,",kesatuan yang mana bong haha habibie mencopot jabatan pak prabowo itu ulah sih wiranto karena wiranto dipakai habibie kembali jadi pangab tragedi itu yang harus bertanggung jawab pangab bong bongak yang menembak polisi,satu mana bong haha habibie copot jabat pak prabowo ulah sih wiranto wiranto pakai habibie jadi pangab tragedi tanggung jawab pangab bong bongak tembak polisi
happy,"Hahaha..... Lha die gak ngomong2 juga tuh, saat orang minta foto karena ragu dia manusia apa patung aku sempet punya niat pencet hidungnya hahaha.... Tapi ketinggian.",haha lah die enggak mengomong juga tuh saat orang meminta foto karena ragu dia manusia apa patung aku sempat punya niat pencet hidungnya haha tapi ketinggian,haha lah die enggak omong tuh orang minta foto ragu manusia apa patung aku sempat punya niat pencet hidung haha tinggi
love,"Luar biasa perjuangan dia buat mewujudkan angan2ku menjadi kenyataan. Terimakasih sayang, karen masih ikut menangis disaat aku menangis. I love u so much.",luar biasa perjuangan dia buat mewujudkan anganku menjadi kenyataan terimakasih sayang karen masih ikut menangis disaat aku menangis i cinta lu sok much,luar biasa juang buat wujud angan jadi nyata terimakasih sayang karen ikut menang saat aku menang cinta lu sok much
sadness,"Aku kasihan sm Mama Hulk Ijo ini bah, membesarkan anak yg bahkan ngga punya nyali shg pake akun anonim. Badan besar otak kosong. [URL]",aku kasihan sama mama hulk ijo ini bah membesarkan anak yang bahkan enggak punya nyali shg pakai akun anonim badan besar otak kosong,aku kasihan sama mama hulk ijo bah besar anak bahkan enggak punya nyali shg pakai akun anonim badan besar otak kosong
anger,"[USERNAME] woy kafir, kalo bicara mending dari sby ""soeharto"" juga lebih mending dari sby.. udh kafir dungu lgi,, jaman sby gk ada tuh gerakn gnti presiden klo memang yg ini lebih bagus dari ""sby"" ",woy kafir kalo bicara mending dari surabaya soeharto juga lebih mending dari surabaya sudah kafir dungu lagi jaman surabaya enggak ada tuh gerakn ganti presiden kalo memang yang ini lebih bagus dari surabaya,woy kafir kalo bicara mending surabaya soeharto lebih mending surabaya kafir dungu jaman surabaya enggak tuh gerakn ganti presiden kalo memang lebih bagus surabaya
anger,[USERNAME] Jika terjadi overload pengiriman sebaiknya tutup sementara penerimaan pengiriman paket agar semua paket yg telah masuk dapat terdistribusi sesuai estimasi. Jangan mementingkan keuntungan dari pihak JNE saja tapi pentingkan juga hak konsumen.,jika terjadi overload pengiriman sebaiknya tutup sementara penerimaan pengiriman paket agar semua paket yang telah masuk dapat terdistribusi sesuai estimasi jangan mementingkan keuntungan dari pihak jne saja tapi pentingkan juga hak konsumen,jadi overload kirim baik tutup terima kirim paket semua paket masuk distribusi sesuai estimasi jangan penting untung pihak jne penting hak konsumen
happy,"5/6/15 Tiga tahun yang lalu, pertama kalinya ngenalin cowok ke orang tua dengan modus si cowok ini mau ngajarin matematika buat sbmptn. Whutttt 3 tahun??",tiga tahun yang lalu pertama kalinya ngenalin cowok ke orang tua dengan modus sih cowok ini mau mengajari matematika buat sbmptn whutttt tahun,tiga tahun lalu pertama kali ngenalin cowok orang tua modus sih cowok mau ajar matematika buat sbmptn whutttt tahun
anger,Aku gasuka sih tapi gondok dan dongkol dan mangkel aja . Dan kagetnya lagi dia mau meniqaaa . Semoga insyafmu ga abal abal ya mas ha ha ha semoga udah alim beneran cuma dia inget ga ya ttg habluminallah,aku gasuka sih tapi gondok dan dongkol dan mangkel saja dan kagetnya lagi dia mau meniqaaa semoga insyafmu enggak abal abal ya mas ha ha ha semoga sudah alim benaran cuma dia ingat enggak ya tentang habluminallah,aku gasuka sih gondok dongkol mangkel kaget mau meniqaaa moga insyafmu enggak abal abal mas ha ha ha moga alim benar cuma ingat enggak habluminallah
happy,Bahagia kalau kamu datang tepat waktu Bahagia kalau AC bekerja dengan maksimal Bahagia kalau perka berjalan normal Selamat bekerja ya min [USERNAME],bahagia kalau kamu datang tepat waktu bahagia kalau ac bekerja dengan maksimal bahagia kalau perka berjalan normal selamat bekerja ya min,bahagia kalau kamu datang tepat waktu bahagia kalau ac kerja maksimal bahagia kalau perka jalan normal selamat kerja min
fear,"gilasih, bbrp hari yg lalu gue liat truk gede yg diisi sm 3 org. Tmn gue blg kalo truk yg diisi sm 3 orang itu tengahnya mayat. Asli merinding bgt mana itu pas maghrib dan gue sendirian coy, serem abis.",gilasih beberapa hari yang lalu gue lihat truk gede yang diisi sama orang teman gue bilang kalo truk yang diisi sama orang itu tengahnya mayat asli merinding banget mana itu pas maghrib dan gue sendirian coy seram habis,gilasih beberapa hari lalu gue lihat truk gede isi sama orang teman gue bilang kalo truk isi sama orang tengah mayat asli merinding banget mana pas maghrib gue sendiri coy seram habis
happy,"Ditinggal my partner mudik, fight sendirian terus jadinya tiap malem. Tp Alhamdulillah ada aja yg bantuin, gooks.. Maksi bet brother, free kopi dulu yak.",ditinggal my partner mudik fight sendirian terus jadinya tiap malam tapi alhamdulillah ada saja yang bantuin gooks maksi banget brother free kopi dulu ya,tinggal partner mudik fight sendiri terus jadi tiap malam alhamdulillah bantuin gooks maksi banget brother free kopi dulu
happy,"Semoga secangkir Toraja bisa menjadi teman penyemangatmu, yuk beraktivitas!",semoga secangkir toraja bisa menjadi teman penyemangatmu yuk beraktivitas,moga cangkir toraja jadi teman semangat yuk aktivitas
happy,"Bisa mencium bau tanah kering yang abis kesiram air ujan itu adalah definisi kebahagiaan tersendiri. Alhamdulillah hujan, yang meski cuma sebentar hari ini.",bisa mencium bau tanah kering yang habis kesiram air ujan itu adalah definisi kebahagiaan tersendiri alhamdulillah hujan yang meski cuma sebentar hari ini,cium bau tanah kering habis siram air ujan definisi bahagia sendiri alhamdulillah hujan meski cuma sebentar hari
anger,Kalo ga bisa ya udah terima aja. Ini malah ngomel2 ga jelas trs ngumpul di depan pembatas gitu. Bikin macet manusia asli. Yang bikin ribet itu emak2nya Anak muda sama bapak2nya agak selow dan langsung menerima informasi secara baik dan ga treak2 gajelas. Ky pasar asli tadi tu,kalo enggak bisa ya sudah terima saja ini malah ngomel enggak jelas terus ngumpul di depan pembatas begitu bikin macet manusia asli yang bikin ribet itu emaknya anak muda sama bapaknya agak selow dan langsung menerima informasi secara baik dan enggak treak enggak jelas kaya pasar asli tadi itu,kalo enggak terima malah ngomel enggak jelas terus ngumpul depan batas bikin macet manusia asli bikin ribet emaknya anak muda sama bapak selow langsung terima informasi baik enggak treak enggak jelas kaya pasar asli tadi
love,"Mungkin move on juga ingin mengajarkan kita untuk LEBIH TULUS memaafkan, dan merelakan dia yg pergi. Atau mungkin, move on juga ingin menyadarkan kita bahwa cinta yg sesunguhnya bukanlah CINTA YANG PENUH EKSPEKTASI, melainkan CINTA TANPA EKSPEKTASI.",mungkin move on juga ingin mengajarkan kita untuk lebih tulus memaafkan dan merelakan dia yang pergi atau mungkin move on juga ingin menyadarkan kita bahwa cinta yang sesunguhnya bukanlah cinta yang penuh ekspektasi melainkan cinta tanpa ekspektasi,mungkin move ajar lebih tulus maaf rela pergi mungkin move sadar cinta sesunguhnya bukan cinta penuh ekspektasi cinta ekspektasi
fear,Gempa di Lombok belum berhenti. Setidaknya sudah dua ratusan lebih terjadi gempa susulan sejak pagi kemarin. Trus aku bayangin gimana rasanya jadi rangorang yg ada di sana sekarang. Pasti gak nyenyak tidurnya karna cemas.,gempa di lombok belum berhenti setidaknya sudah dua ratusan lebih terjadi gempa susulan sejak pagi kemarin terus aku bayangkan bagaimana rasanya jadi rangorang yang ada di sana sekarang pasti enggak nyenyak tidurnya karena cemas,gempa lombok henti ratus lebih jadi gempa susul sejak pagi kemarin terus aku bayang bagaimana rasa jadi rangorang sana sekarang enggak nyenyak tidur cemas
sadness,"Bunga mawar pun memiliki duri, jikalau memang kita menginginkannya mungkin akan terkena sedikit goresan pada kulit. Begitu juga hidup ini, kadang kita harus merasakan perih ataupun luka untuk menikmati kebahagian didalamnya JAR",bunga mawar pun memiliki duri jikalau memang kita menginginkannya mungkin akan terkena sedikit goresan pada kulit begitu juga hidup ini kadang kita harus merasakan perih ataupun luka untuk menikmati kebahagian didalamnya jar,bunga mawar milik duri jikalau memang ingin mungkin kena sedikit gores kulit hidup kadang rasa perih atau luka nikmat kebahagian dalam jar
sadness,"Mulai sekarang sering seringin latihan fake smile menjelang lebaran ditanya ""Jadi kakak kapan nikah?"" ""Calonnya mana? Udah ada?"" ""Gak kepengen liat ibu/bapak gendong cucu?"" Hahahahaudah puasa hari ke 19 :))",mulai sekarang sering seringin latihan fake smile menjelang lebaran ditanya jadi kakak kapan nikah calonnya mana sudah ada enggak kepengen lihat ibubapak gendong cucu hahahahaudah puasa hari ke,mulai sekarang sering ringin latih fake smile jelang lebaran tanya jadi kakak kapan nikah calon mana enggak ken lihat ibubapak gendong cucu hahahahaudah puasa hari
happy,"Menyumbangkan Suara Untuk Lagu hellomellopoppunk , klo mas anang sih yes  #hellomellopoppunk #hellomello #poppunk #subang #recording @ Masterplan Recording Chamber [URL]",menyumbangkan suara untuk lagu hellomellopoppunk kalo mas anang sih yes masterplan recording chamber,sumbang suara lagu hellomellopoppunk kalo mas anang sih yes masterplan recording chamber
love,"Terlalu cinta, anggaplah begitu. Semua wujud yang sempat hidup disini begitu aku cintai. Begitu aku sayangi. Mencoba melindungi jalan kisah mereka, aku belajar banyak. Mengenai keputusan, ketegasan, rasa sungkan, kenyamanan, pertemanan, kasih sayang, serta kebaikan.",terlalu cinta anggaplah begitu semua wujud yang sempat hidup disini begitu aku cintai begitu aku sayangi mencoba melindungi jalan kisah mereka aku belajar banyak mengenai keputusan ketegasan rasa sungkan kenyamanan pertemanan kasih sayang serta kebaikan,terlalu cinta anggap semua wujud sempat hidup sini aku cinta aku sayang coba lindung jalan kisah aku ajar banyak kena putus tegas rasa sungkan nyaman teman kasih sayang baik
sadness,iya tur iya jangan sombong lagi ya :d lah mav kalau sudah sombong sma kam tur :/ dari kemaren2,iya tur iya jangan sombong lagi ya di lah mav kalau sudah sombong sama kamu tur dari kemarin,iya tur iya jangan sombong lah mav kalau sombong sama kamu tur kemarin
anger,"Udah mau sarjana 2 kali, mbokya mulut nya jangan ketinggalan buat belajar. Sekiranya itu ga perlu diungkapkan, nambah dosa + nyakitin hati orangnya mending diem2 bae lah. Kasian anda nya yg di julidin sm orang.",sudah mau sarjana kali mbokya mulut nya jangan ketinggalan buat belajar sekiranya itu enggak perlu diungkapkan menambah dosa menyakiti hati orangnya mending diam bae lah kasihan anda nya yang di julidin sama orang,mau sarjana kali mbokya mulut nya jangan tinggal buat ajar sekira enggak perlu ungkap tambah dosa sakit hati orang mending diam bae lah kasihan nya julidin sama orang
happy,mkasih aji selamat ulang tahun,mkasih aji selamat ulang tahun,mkasih aji selamat ulang tahun
sadness,Alamak. Kehebohan tiap malam dengan dua eyang ini. Pengen gadengerin tapi kenceng semua suara + suara sinetron vol up (dan akhirnya apal jadwal sinetron sctv-rcti dr sore ampe malem jam11).pencapaian.,alamak kehebohan tiap malam dengan dua eyang ini pengin gadengerin tapi kencang semua suara suara sinetron vol up dan akhirnya hapal jadwal sinetron sctvrcti dari sore sampai malam jampencapaian,alamak heboh tiap malam eyang pengin gadengerin kencang semua suara suara sinetron vol akhir hapal jadwal sinetron sctvrcti sore malam jampencapaian
sadness,"Tiga TV series yang belum kelar ditonton, belasan buku belum terbaca, dan puluhan folder film belum tonton di flash disk. Jangan lupa tumpukan baju bersih yang belum diseterika, Yan. #kosanlyfe",tiga tv series yang belum kelar ditonton belasan buku belum terbaca dan puluhan folder film belum tonton di flash disk jangan lupa tumpukan baju bersih yang belum diseterika yan,tiga tv series kelar tonton bas buku baca puluh folder film tonton flash disk jangan lupa tumpu baju bersih terika yan
fear,"Celakanya kamar hotel dan tiket yang tak terjual tersebut mengandung fixed cost yang relatif sama. Untuk airlines, pesawat akan menghabiskan bahan bakar yang hampir sama baik kursi di pesawat tersebut kosong/ diisi penumpang. #VIWIHotDealsForMiddleEast",celakanya kamar hotel dan tiket yang tak terjual tersebut mengandung fixed cost yang relatif sama untuk airlines pesawat akan menghabiskan bahan bakar yang hampir sama baik kursi di pesawat tersebut kosong diisi penumpang,celaka kamar hotel tiket tak jual sebut kandung fixed cost relatif sama airlines pesawat habis bahan bakar hampir sama baik kursi pesawat sebut kosong isi tumpang
happy,"yang saya inginkan di acara @86netmedia dari dulu, di kota ku ada tim patroli ginian. Dan sekarang kesampaian, akhirnya Polres Tuban punya Tim Macan Ronggolawe buat Patroli sudut2 [USERNAME]. Hehee terimakasih bapak2 polisi",yang saya inginkan di acara netmedia dari dulu di kota ku ada tim patroli beginian dan sekarang kesampaian akhirnya polres tuban punya tim macan ronggolawe buat patroli sudut hehe terimakasih bapak polisi,ingin acara netmedia dulu kota ku tim patroli begini sekarang sampai akhir polres tuban punya tim macan ronggolawe buat patroli sudut hehe terimakasih bapak polisi
anger,"Hahhaha yg bela takut ga masuk sorga, fakta. Logika berpikir waras dia kl ga merasa salah ga harus jg kabur, itu pengecut pdhal yg bela bejuta2 yg goblog [URL]",haha yang bela takut enggak masuk sorga fakta logika berpikir waras dia kalo enggak merasa salah enggak harus juga kabur itu pengecut padahal yang bela bejuta yang goblog,haha bela takut enggak masuk sorga fakta logika pikir waras kalo enggak rasa salah enggak kabur kecut padahal bela bejuta goblog
love,"Love of my life, My first son, My spirit, My reason to face the world.. Bsk anak mama mulei sekolah lg di tempat yg baru, pengalamam baru, petualangan baru, teman2 baru, miss yg baru",cinta of my life my first son my spirit my reason tapi face the world besok anak mama mulei sekolah lagi di tempat yang baru pengalamam baru petualangan baru teman baru miss yang baru,cinta life first son spirit reason face world besok anak mama mulei sekolah tempat baru pengalamam baru tualang baru teman baru miss baru
happy,"[USERNAME] Hehehee. . Pengepo juga ini. Alhamdulillah da. Kabar baik sekali. Masih mlika seperti waktu kuliah kok, hanya gendutan aja sekarang. Kabarmu gimana da? Dan kabar para mindis mindismu itu baik?",hehe pengepo juga ini alhamdulillah dah kabar baik sekali masih mlika seperti waktu kuliah kok hanya gendutan saja sekarang kabarmu bagaimana dah dan kabar para mindis mindismu itu baik,hehe pengepo alhamdulillah dah kabar baik sekali mlika waktu kuliah kok gendut sekarang kabar bagaimana dah kabar mindis mindismu baik
anger,Mana yg kuat jaga harga diri dan mana yg woles harga dirinya dilecehkan. Adat ketimuran jangan disamain yg kebablasan woles dilecehin. Situ perempuan jadi-jadian? [URL],mana yang kuat jaga harga diri dan mana yang selow harga dirinya dilecehkan adat ketimuran jangan disamain yang kebablasan selow dilecehin situ perempuan jadijadian,mana kuat jaga harga diri mana selow harga diri leceh adat timur jangan disamain bablas selow dilecehin situ perempuan jadijadian
fear,Pakdok [USERNAME] ada komentar mengenai efek MSG ke otak? Seringkali denger celotehan kalo orang jadi sengklek gara-gara kakehan micin. [URL],pakdok ada komentar mengenai efek msg ke otak seringkali dengar celotehan kalo orang jadi sengklek garagara kakehan micin,pakdok komentar kena efek msg otak seringkali dengar celoteh kalo orang jadi sengklek garagara kakehan micin
fear,"Ya Allah, bukakanlah bagiku di bulan ini pintu-pintu menuju surga dan tutupkan bagiku pintu-pintu neraka. Berikanlah kemampuan padaku untuk menelaah Al qur'an di bulan ini. Wahai yang menurunkan ketenangan ke dalam hati orang-orang mukmin.",ya allah bukakanlah bagiku di bulan ini pintupintu menuju surga dan tutupkan bagiku pintupintu neraka berikanlah kemampuan padaku untuk menelaah al quran di bulan ini wahai yang menurunkan ketenangan ke dalam hati orangorang mukmin,allah buka bagi bulan pintupintu tuju surga tutup bagi pintupintu neraka beri mampu pada telaah al quran bulan wahai turun tenang hati orangorang mukmin
sadness,:/-1 Dibuat bundling. Dan semuanya ditawarkan saat weekdays. Momentum di mana harga-harga hotel di Singapura bertarif sangat tinggi. #VIWIHotDealsForMiddleEast,dibuat bundling dan semuanya ditawarkan saat weekdays momentum di mana hargaharga hotel di singapura bertarif sangat tinggi,buat bundling semua tawar weekdays momentum mana hargaharga hotel singapura tarif sangat tinggi
anger,Niat ingin tidur di awal karna besok pagi anter ibu negara belanja bahan kue terus lagi dan lagi mesti ke capil ektp gue belun kelar udeh mao 2thn maleen,niat ingin tidur di awal karena besok pagi anter ibu negara belanja bahan kue terus lagi dan lagi mesti ke capil ektp gue belun kelar sudah mau tahun maleen,niat tidur awal besok pagi anter ibu negara belanja bahan kue terus mesti capil ektp gue bun kelar mau tahun maleen
love,"[USERNAME] baik sayang, aku pulang. kini aku mengerti, kau lebih butuh hadirku di sampingmu. aku akan memutar otak bagaimana hidup berkecukupan tanpa harus berjauhan.",baik sayang aku pulang kini aku mengerti kau lebih butuh hadirku di sampingmu aku akan memutar otak bagaimana hidup berkecukupan tanpa harus berjauhan,baik sayang aku pulang kini aku erti kau lebih butuh hadir samping aku putar otak bagaimana hidup cukup jauh
happy,"Ini lirik lagunya Rendy Pandugo - 7 Days dalem banget. Jadi intinya ""setiap ada hubungan itu pasti ada perselisihan, just let it flow and let it be. Cause to me, you'd be the one that i could see."" Epic!",ini lirik lagunya rendy pandugo days dalem banget jadi intinya setiap ada hubungan itu pasti ada perselisihan just let itu flow and let itu be cause tapi me youd be the one that i could sih epic,lirik lagu rendy pandugo days dalem banget jadi inti hubung selisih just let flow let be cause youd be one that could sih epic
sadness,kamu tuh suka munafik padahal sering liat aktivitas aku mirip gimana tapi tidak-pernah mau nyapa duluan :(,kamu tuh suka munafik padahal sering lihat aktivitas aku mirip bagaimana tapi tidakpernah mau nyapa duluan,kamu tuh suka munafik padahal sering lihat aktivitas aku mirip bagaimana tidakpernah mau nyapa duluan
love,YA TUHAN.. SELALU DAN SELALU KALAU LIAT DIA BEGINI LAH GUE IKUTAN SENYUM2. I LOVE HIS GUMMY SMILE SO MUCH!!!,ya tuhan selalu dan selalu kalau lihat dia begini lah gue ikutan senyum i cinta his gummy smile sok much,tuhan selalu selalu kalau lihat begini lah gue ikut senyum cinta his gummy smile sok much
love,"Andai saja senyummu bisa ku campur dengan kopi pahitku, mungkin sudah aku sruput sak ampas-ampase. Rapopo keselek, wong aku cinta.",andai saja senyummu bisa ku campur dengan kopi pahitku mungkin sudah aku sruput sak ampasampase rapopo keselek wong aku cinta,andai senyum ku campur kopi pahit mungkin aku sruput sak ampasampase rapopo keselek wong aku cinta
fear,Ngeri yaa lalulintas di sana -_- untung di Bali belum pernah ngerasain yang beginian sih,ngeri ya lalulintas di sana untung di bali belum pernah merasai yang beginian sih,ngeri lalulintas sana untung bal pernah rasai begini sih
happy,"udah 2 tahun lebih ini lip palette wardah, awet banget. bahkan kehidupan percintaanku aja ngga pernah ada yg seawet ini",sudah tahun lebih ini lip palette wardah awet banget bahkan kehidupan percintaanku saja enggak pernah ada yang seawet ini,tahun lebih lip palette wardah awet banget bahkan hidup cinta enggak pernah awet
sadness,Revisi menumpuk badan mulai ngantuk . Hajar perut makan Pop Mie Goreng dulu kuy. Siapin stock Pop Mie di kosan biar revisi jalan terus,revisi menumpuk badan mulai ngantuk hajar perut makan pop mie goreng dulu yuk siapin stock pop mie di kosan biar revisi jalan terus,revisi tumpuk badan mulai ngantuk hajar perut makan pop mie goreng dulu yuk siapin stock pop mie kosan biar revisi jalan terus
anger,"Ade : mas udah makan? Gw : (wah tumben nanyain) belom, makan aja duluan Ade : maksudnya kucingnya udah makan apa belom Gw : et lu liat aje sono tempat makannya. Memang memang",adek mas sudah makan gue wah tumben nanyain belum makan saja duluan adek maksudnya kucingnya sudah makan apa belum gue et lu lihat saja sono tempat makannya memang memang,adek mas makan gue wah tumben nanyain makan duluan adek maksud kucing makan apa gue et lu lihat sono tempat makan memang memang
anger,Hanying bikin emosi aja nih pln. Udah 5 jam ga nyala-nyala,hanying bikin emosi saja nih pln sudah jam enggak nyalanyala,hanying bikin emosi nih pln jam enggak nyalanyala
fear,"[USERNAME] It claims to be penggantinya pet soc gitulo mas.... tapi yg bikin mencurigakan, update medsos ga jelas dan gak sering, q takut ini cuma hoax",itu claims tapi be penggantinya pet soc gitulo mas tapi yang bikin mencurigakan update medsos enggak jelas dan enggak sering ku takut ini cuma hoax,claims be ganti pet soc gitulo mas bikin curiga update medsos enggak jelas enggak sering ku takut cuma hoax
happy,"Gerakan earth hour tadi kalah kaliya yang ada di seluruh dunia, 5-6 jam mati listrik di jatinangor. Kami warga jatinangor mendukung program earth hour untuk menghemat triliunan energi. Terimakasih.",gerakan earth hour tadi kalah kaliya yang ada di seluruh dunia jam mati listrik di jatinangor kami warga jatinangor mendukung program earth hour untuk menghemat triliunan energi terimakasih,gera earth hour tadi kalah kaliya seluruh dunia jam mati listrik jatinangor warga jatinangor dukung program earth hour hemat triliun energi terimakasih
anger,Gw bilang juga apa??? Kebaca benerrr kelakuan lo....,gue bilang juga apa kebaca benerrr kelakuan lo,gue bilang apa baca benerrr laku lo
fear,Memang yang namanya yakin itu kadang bahaya kalo terlalu buru-buru. (Zarry Hendrik). . .,memang yang namanya yakin itu kadang bahaya kalo terlalu buruburu zarry hendrik,memang nama yakin kadang bahaya kalo terlalu buruburu zarry hendrik
